home_team,away_team,description,events,release_speed,inning,outs_when_up,pitch_type,stand,type
SF,COL,called_strike,,81.9,1,1,Slider,Left,Strike
SF,COL,hit_into_play,field_out,92.5,1,0,Sinker,Right,X
SF,COL,called_strike,,91.2,1,0,Sinker,Right,Strike
MIA,SF,ball,walk,84.7,5,2,Changeup,Left,Ball
MIA,SF,ball,,86,5,2,Changeup,Left,Ball
MIA,SF,ball,,83.8,5,2,Changeup,Left,Ball
MIA,SF,ball,,85.1,5,2,Changeup,Left,Ball
MIA,SF,hit_into_play,field_out,86.9,5,1,Changeup,Right,X
MIA,SF,called_strike,,92.9,5,1,Sinker,Right,Strike
MIA,SF,called_strike,,91.9,5,1,Sinker,Right,Strike
MIA,SF,blocked_ball,,91.8,5,1,Sinker,Right,Ball
MIA,SF,blocked_ball,,92.4,5,1,Sinker,Right,Ball
MIA,SF,ball,,79.9,5,1,Slider,Right,Ball
MIA,SF,called_strike,strikeout,92.9,5,0,Sinker,Right,Strike
MIA,SF,foul,,82.4,5,0,Slider,Right,Strike
MIA,SF,ball,,86.5,5,0,Changeup,Right,Ball
MIA,SF,swinging_strike,,82.1,5,0,Slider,Right,Strike
MIA,SF,ball,,85.6,5,0,Changeup,Right,Ball
MIA,SF,ball,,86.4,5,0,Changeup,Right,Ball
MIA,SF,swinging_strike,,86.2,5,0,Changeup,Right,Strike
MIA,SF,hit_into_play,single,81.6,5,0,Slider,Right,X
MIA,SF,hit_into_play,double,91.6,5,0,Sinker,Left,X
MIA,SF,hit_into_play,single,81.9,5,0,Slider,Right,X
MIA,SF,swinging_strike,,81.6,5,0,Slider,Right,Strike
MIA,SF,ball,,82.5,5,0,Slider,Right,Ball
MIA,SF,foul,,91,5,0,Sinker,Right,Strike
MIA,SF,hit_into_play,grounded_into_double_play,80,4,1,Slider,Right,X
MIA,SF,ball,,80.8,4,1,Slider,Right,Ball
MIA,SF,foul,,91.8,4,1,Sinker,Right,Strike
MIA,SF,swinging_strike,strikeout,81.7,4,0,Slider,Right,Strike
MIA,SF,ball,,81.8,4,0,Slider,Right,Ball
MIA,SF,foul,,92.4,4,0,Sinker,Right,Strike
MIA,SF,ball,,81.8,4,0,Slider,Right,Ball
MIA,SF,called_strike,,92,4,0,Sinker,Right,Strike
MIA,SF,hit_into_play,single,85.6,4,0,Changeup,Right,X
MIA,SF,foul,,91.5,4,0,Sinker,Right,Strike
MIA,SF,ball,,83.4,4,0,Slider,Right,Ball
MIA,SF,foul,,91.4,4,0,Sinker,Right,Strike
MIA,SF,ball,,82.2,4,0,Slider,Right,Ball
MIA,SF,called_strike,,92.8,4,0,Sinker,Right,Strike
MIA,SF,called_strike,,82.4,4,0,Slider,Right,Strike
MIA,SF,ball,,91.8,4,0,Sinker,Right,Ball
MIA,SF,swinging_strike,strikeout,87,3,2,Changeup,Left,Strike
MIA,SF,bunt_foul_tip,,85.7,3,2,Changeup,Left,Strike
MIA,SF,ball,,93.2,3,2,Sinker,Left,Ball
MIA,SF,missed_bunt,,85.9,3,2,Changeup,Left,Strike
MIA,SF,ball,,88,3,2,Changeup,Left,Ball
MIA,SF,ball,,86,3,2,Changeup,Left,Ball
MIA,SF,called_strike,strikeout,81.3,3,1,Slider,Right,Strike
MIA,SF,ball,,81.5,3,1,Slider,Right,Ball
MIA,SF,foul,,81.6,3,1,Slider,Right,Strike
MIA,SF,ball,,82,3,1,Slider,Right,Ball
MIA,SF,ball,,82.2,3,1,Slider,Right,Ball
MIA,SF,called_strike,,81.4,3,1,Slider,Right,Strike
MIA,SF,called_strike,,81.5,3,1,Slider,Right,Strike
MIA,SF,hit_into_play,field_out,86.7,3,0,Changeup,Right,X
MIA,SF,ball,,86.9,3,0,Changeup,Right,Ball
MIA,SF,ball,,82.7,3,0,Slider,Right,Ball
MIA,SF,called_strike,,93.7,3,0,Sinker,Right,Strike
MIA,SF,ball,,82.5,3,0,Slider,Right,Ball
MIA,SF,called_strike,,84.9,3,0,Changeup,Right,Strike
MIA,SF,swinging_strike,strikeout,87.6,2,2,Changeup,Right,Strike
MIA,SF,called_strike,,86.9,2,2,Changeup,Right,Strike
MIA,SF,ball,,82.4,2,2,Slider,Right,Ball
MIA,SF,ball,,82.7,2,2,Slider,Right,Ball
MIA,SF,called_strike,,91.9,2,2,Sinker,Right,Strike
MIA,SF,hit_into_play,field_out,88.4,2,1,Changeup,Left,X
MIA,SF,called_strike,,92.4,2,1,Sinker,Left,Strike
MIA,SF,hit_into_play,field_out,80.8,2,0,Slider,Right,X
MIA,SF,hit_into_play,field_out,85.6,1,2,Changeup,Right,X
MIA,SF,foul,,80.8,1,2,Slider,Right,Strike
MIA,SF,ball,,82.6,1,2,Slider,Right,Ball
MIA,SF,foul,,81.6,1,2,Slider,Right,Strike
MIA,SF,ball,,86.9,1,2,Changeup,Right,Ball
MIA,SF,foul,,80.9,1,2,Slider,Right,Strike
MIA,SF,ball,,82.6,1,2,Slider,Right,Ball
MIA,SF,called_strike,,91.6,1,2,Sinker,Right,Strike
MIA,SF,ball,walk,92,1,2,Sinker,Right,Ball
MIA,SF,ball,,92.4,1,2,Sinker,Right,Ball
MIA,SF,ball,,92.4,1,2,Sinker,Right,Ball
MIA,SF,ball,,92.4,1,2,Sinker,Right,Ball
MIA,SF,hit_into_play,field_out,92.3,1,1,Sinker,Right,X
MIA,SF,called_strike,,93.6,1,1,Sinker,Right,Strike
MIA,SF,ball,,92.1,1,1,Sinker,Right,Ball
MIA,SF,swinging_strike_blocked,strikeout,86.3,1,0,Changeup,Left,Strike
MIA,SF,foul,,88.5,1,0,Changeup,Left,Strike
MIA,SF,called_strike,,86.8,1,0,Changeup,Left,Strike
MIA,SF,called_strike,,92.4,1,0,Sinker,Left,Strike
MIA,SF,ball,,92.2,1,0,Sinker,Left,Ball
MIA,SF,ball,,91.8,1,0,Sinker,Left,Ball
PHI,SF,hit_into_play,home_run,82.2,9,0,Slider,Left,X
PHI,SF,called_strike,,86.7,9,0,Changeup,Left,Strike
PHI,SF,swinging_strike_blocked,strikeout,87.6,8,2,Changeup,Left,Strike
PHI,SF,ball,,91.7,8,2,4-Seam,Left,Ball
PHI,SF,called_strike,,82.6,8,2,Slider,Left,Strike
PHI,SF,called_strike,,84.8,8,2,Changeup,Left,Strike
PHI,SF,hit_into_play,field_out,86.1,8,1,Changeup,Left,X
PHI,SF,called_strike,,86.5,8,1,Changeup,Left,Strike
PHI,SF,ball,,91.7,8,1,Sinker,Left,Ball
PHI,SF,hit_into_play,field_out,90.9,8,0,Sinker,Left,X
PHI,SF,hit_into_play,field_out,81.9,7,2,Slider,Right,X
PHI,SF,hit_into_play,field_out,85.7,7,1,Changeup,Right,X
PHI,SF,ball,,92.2,7,1,4-Seam,Right,Ball
PHI,SF,foul,,81.2,7,1,Slider,Right,Strike
PHI,SF,foul,,82,7,1,Slider,Right,Strike
PHI,SF,ball,,82.1,7,1,Slider,Right,Ball
PHI,SF,called_strike,,81.7,7,1,Slider,Right,Strike
PHI,SF,called_strike,,91.3,7,1,Sinker,Right,Strike
PHI,SF,swinging_strike,strikeout,85.7,7,0,Changeup,Right,Strike
PHI,SF,ball,,87.9,7,0,Changeup,Right,Ball
PHI,SF,called_strike,,85.6,7,0,Changeup,Right,Strike
PHI,SF,swinging_strike,,90.7,7,0,Sinker,Right,Strike
PHI,SF,ball,,91.4,7,0,Sinker,Right,Ball
PHI,SF,ball,,80.7,7,0,Slider,Right,Ball
PHI,SF,hit_into_play,field_out,85.1,6,2,Changeup,Left,X
PHI,SF,hit_into_play,field_out,87.2,6,1,Changeup,Right,X
PHI,SF,foul,,92.3,6,1,Sinker,Right,Strike
PHI,SF,hit_into_play,field_out,85.4,6,0,Changeup,Left,X
PHI,SF,ball,,80,6,0,Slider,Left,Ball
PHI,SF,ball,,80.2,6,0,Slider,Left,Ball
PHI,SF,hit_into_play,field_out,81.5,5,2,Slider,Left,X
PHI,SF,ball,,91.3,5,2,Sinker,Left,Ball
PHI,SF,hit_into_play,field_out,86.4,5,1,Changeup,Left,X
PHI,SF,ball,,82,5,1,Slider,Left,Ball
PHI,SF,ball,,81.6,5,1,Slider,Left,Ball
PHI,SF,foul,,87,5,1,Changeup,Left,Strike
PHI,SF,called_strike,,92.6,5,1,Sinker,Left,Strike
PHI,SF,swinging_strike,strikeout,85.9,5,0,Changeup,Left,Strike
PHI,SF,swinging_strike,,86.2,5,0,Changeup,Left,Strike
PHI,SF,called_strike,,79.9,5,0,Slider,Left,Strike
PHI,SF,hit_into_play,field_out,82.4,4,2,Slider,Right,X
PHI,SF,foul,,86.6,4,2,Changeup,Right,Strike
PHI,SF,ball,,84.9,4,2,Changeup,Right,Ball
PHI,SF,called_strike,,82.6,4,2,Slider,Right,Strike
PHI,SF,hit_into_play,home_run,91,4,2,Sinker,Right,X
PHI,SF,ball,,90.5,4,2,Sinker,Right,Ball
PHI,SF,foul,,85.2,4,2,Changeup,Right,Strike
PHI,SF,hit_into_play,field_out,85.2,4,1,Changeup,Right,X
PHI,SF,ball,,82.4,4,1,Slider,Right,Ball
PHI,SF,foul,,87.7,4,1,Changeup,Right,Strike
PHI,SF,called_strike,,93.2,4,1,Sinker,Right,Strike
PHI,SF,ball,,93.5,4,1,Sinker,Right,Ball
PHI,SF,swinging_strike,strikeout,88.3,4,0,Changeup,Left,Strike
PHI,SF,foul,,81.7,4,0,Slider,Left,Strike
PHI,SF,called_strike,,92.9,4,0,Sinker,Left,Strike
PHI,SF,swinging_strike,strikeout,82.2,3,2,Slider,Right,Strike
PHI,SF,foul,,85.8,3,2,Changeup,Right,Strike
PHI,SF,ball,,82.2,3,2,Slider,Right,Ball
PHI,SF,ball,,84.2,3,2,Slider,Right,Ball
PHI,SF,called_strike,,91.8,3,2,Sinker,Right,Strike
PHI,SF,hit_into_play,single,91.5,3,2,4-Seam,Left,X
PHI,SF,called_strike,,85.6,3,2,Changeup,Left,Strike
PHI,SF,hit_into_play,field_out,92.5,3,1,Sinker,Left,X
PHI,SF,ball,,81.5,3,1,Slider,Left,Ball
PHI,SF,called_strike,,91.4,3,1,Sinker,Left,Strike
PHI,SF,swinging_strike,strikeout,93.1,3,0,4-Seam,Left,Strike
PHI,SF,foul,,92.2,3,0,Sinker,Left,Strike
PHI,SF,called_strike,,80.7,3,0,Slider,Left,Strike
PHI,SF,swinging_strike,strikeout,88.3,2,2,Changeup,Left,Strike
PHI,SF,ball,,92.3,2,2,4-Seam,Left,Ball
PHI,SF,ball,,81.9,2,2,Slider,Left,Ball
PHI,SF,swinging_strike,,82.8,2,2,Slider,Left,Strike
PHI,SF,swinging_strike,,81.2,2,2,Slider,Left,Strike
PHI,SF,swinging_strike,strikeout,90.5,2,1,Sinker,Right,Strike
PHI,SF,called_strike,,80.8,2,1,Slider,Right,Strike
PHI,SF,foul,,92.6,2,1,Sinker,Right,Strike
PHI,SF,ball,,83.8,2,1,Slider,Right,Ball
PHI,SF,swinging_strike,strikeout,86.6,2,0,Changeup,Right,Strike
PHI,SF,foul,,92.4,2,0,Sinker,Right,Strike
PHI,SF,foul,,87.1,2,0,Changeup,Right,Strike
PHI,SF,called_strike,,92.2,2,0,Sinker,Right,Strike
PHI,SF,called_strike,,92.2,2,0,Sinker,Right,Strike
PHI,SF,ball,,91.1,2,0,Sinker,Right,Ball
PHI,SF,ball,,81.1,2,0,Slider,Right,Ball
PHI,SF,ball,,91.5,2,0,Sinker,Right,Ball
PHI,SF,hit_into_play,home_run,81.1,2,0,Slider,Right,X
PHI,SF,hit_into_play,field_out,86.6,1,2,Changeup,Left,X
PHI,SF,foul,,94.5,1,2,4-Seam,Left,Strike
PHI,SF,foul,,82.4,1,2,Slider,Left,Strike
PHI,SF,ball,,81.4,1,2,Slider,Left,Ball
PHI,SF,ball,,87.2,1,2,Changeup,Left,Ball
PHI,SF,swinging_strike,,87.3,1,2,Changeup,Left,Strike
PHI,SF,called_strike,,85.9,1,2,Changeup,Left,Strike
PHI,SF,hit_into_play,field_out,93.1,1,1,Sinker,Right,X
PHI,SF,called_strike,,81.9,1,1,Slider,Right,Strike
PHI,SF,swinging_strike,strikeout,88.3,1,0,Changeup,Left,Strike
PHI,SF,ball,,91.7,1,0,Sinker,Left,Ball
PHI,SF,called_strike,,83,1,0,Slider,Left,Strike
PHI,SF,ball,,81.8,1,0,Slider,Left,Ball
PHI,SF,called_strike,,91.8,1,0,Sinker,Left,Strike
SF,NYM,hit_into_play,field_out,85.2,5,2,Changeup,Right,X
SF,NYM,hit_into_play,sac_fly,81.8,5,1,Slider,Left,X
SF,NYM,foul,,90.6,5,1,4-Seam,Left,Strike
SF,NYM,foul,,81.5,5,1,Slider,Left,Strike
SF,NYM,foul,,85.9,5,1,Changeup,Left,Strike
SF,NYM,ball,,85.3,5,1,Changeup,Left,Ball
SF,NYM,hit_into_play,force_out,91,5,0,Sinker,Right,X
SF,NYM,called_strike,,90.7,5,0,Sinker,Right,Strike
SF,NYM,hit_by_pitch,hit_by_pitch,82.6,5,0,Slider,Left,Ball
SF,NYM,foul,,91.6,5,0,Sinker,Left,Strike
SF,NYM,ball,,91.6,5,0,Sinker,Left,Ball
SF,NYM,hit_into_play,single,90.9,5,0,Sinker,Right,X
SF,NYM,ball,,85.5,5,0,Changeup,Right,Ball
SF,NYM,ball,,85.8,5,0,Changeup,Right,Ball
SF,NYM,foul,,91.1,5,0,Sinker,Right,Strike
SF,NYM,ball,,91.1,5,0,Sinker,Right,Ball
SF,NYM,hit_into_play,field_out,91.4,4,2,Sinker,Left,X
SF,NYM,hit_into_play,force_out,80.8,4,1,Slider,Right,X
SF,NYM,ball,,81.9,4,1,Slider,Right,Ball
SF,NYM,swinging_strike,,90.6,4,1,Sinker,Right,Strike
SF,NYM,ball,,85.4,4,1,Changeup,Right,Ball
SF,NYM,called_strike,,80.7,4,1,Slider,Right,Strike
SF,NYM,ball,,90.8,4,1,Sinker,Right,Ball
SF,NYM,swinging_strike,strikeout,92.3,4,0,4-Seam,Left,Strike
SF,NYM,foul,,82.8,4,0,Slider,Left,Strike
SF,NYM,foul,,85,4,0,Changeup,Left,Strike
SF,NYM,foul,,86.7,4,0,Changeup,Left,Strike
SF,NYM,foul,,86.3,4,0,Changeup,Left,Strike
SF,NYM,foul,,81.6,4,0,Slider,Left,Strike
SF,NYM,foul,,83.2,4,0,Slider,Left,Strike
SF,NYM,foul,,86.9,4,0,Changeup,Left,Strike
SF,NYM,called_strike,,91.2,4,0,Sinker,Left,Strike
SF,NYM,ball,walk,87,4,0,Changeup,Left,Ball
SF,NYM,foul,,81.8,4,0,Slider,Left,Strike
SF,NYM,foul,,92.3,4,0,Sinker,Left,Strike
SF,NYM,called_strike,,91.9,4,0,Sinker,Left,Strike
SF,NYM,called_strike,,91.5,4,0,Sinker,Left,Strike
SF,NYM,ball,,91.7,4,0,Sinker,Left,Ball
SF,NYM,ball,,91.3,4,0,Sinker,Left,Ball
SF,NYM,ball,,92.3,4,0,Sinker,Left,Ball
SF,NYM,swinging_strike,strikeout,82.3,3,2,Slider,Right,Strike
SF,NYM,foul,,81.9,3,2,Slider,Right,Strike
SF,NYM,ball,,93.7,3,2,Sinker,Right,Ball
SF,NYM,swinging_strike,,85.6,3,2,Changeup,Right,Strike
SF,NYM,called_strike,,91.6,3,2,Sinker,Right,Strike
SF,NYM,ball,,86.6,3,2,Changeup,Right,Ball
SF,NYM,hit_into_play,field_out,87.6,3,1,Changeup,Left,X
SF,NYM,foul,,88.2,3,1,Changeup,Left,Strike
SF,NYM,ball,,92.6,3,1,Sinker,Left,Ball
SF,NYM,foul,,92.2,3,1,4-Seam,Left,Strike
SF,NYM,foul,,81.6,3,1,Slider,Left,Strike
SF,NYM,called_strike,,91.5,3,1,Sinker,Left,Strike
SF,NYM,ball,,93.5,3,1,Sinker,Left,Ball
SF,NYM,called_strike,strikeout,80.2,3,0,Slider,Right,Strike
SF,NYM,foul,,93,3,0,Sinker,Right,Strike
SF,NYM,ball,,92.7,3,0,Sinker,Right,Ball
SF,NYM,called_strike,,91.7,3,0,Sinker,Right,Strike
SF,NYM,hit_into_play,field_out,86,2,2,Changeup,Left,X
SF,NYM,ball,,86.8,2,2,Changeup,Left,Ball
SF,NYM,hit_into_play,field_out,92.4,2,1,Sinker,Right,X
SF,NYM,hit_into_play,force_out,85.3,2,0,Changeup,Left,X
SF,NYM,called_strike,,91.9,2,0,Sinker,Left,Strike
SF,NYM,hit_into_play,single,93.6,2,0,Sinker,Right,X
SF,NYM,ball,,92.9,2,0,Sinker,Right,Ball
SF,NYM,hit_into_play,single,92.9,2,0,Sinker,Left,X
SF,NYM,foul,,93.5,2,0,4-Seam,Left,Strike
SF,NYM,foul,,85.9,2,0,Changeup,Left,Strike
SF,NYM,foul,,81.9,2,0,Slider,Left,Strike
SF,NYM,hit_into_play,double,87.6,2,0,Changeup,Left,X
SF,NYM,ball,,82.7,2,0,Slider,Left,Ball
SF,NYM,foul,,87.5,2,0,Changeup,Left,Strike
SF,NYM,ball,,87.7,2,0,Changeup,Left,Ball
SF,NYM,called_strike,,93.4,2,0,Sinker,Left,Strike
SF,NYM,swinging_strike,strikeout,82.3,1,2,Slider,Right,Strike
SF,NYM,ball,,92.6,1,2,Sinker,Right,Ball
SF,NYM,swinging_strike,,83.2,1,2,Slider,Right,Strike
SF,NYM,called_strike,,93.3,1,2,Sinker,Right,Strike
SF,NYM,swinging_strike,strikeout,82,1,1,Slider,Left,Strike
SF,NYM,foul,,86.3,1,1,Changeup,Left,Strike
SF,NYM,ball,,87.3,1,1,Changeup,Left,Ball
SF,NYM,swinging_strike,,93,1,1,Sinker,Left,Strike
SF,NYM,ball,,86.6,1,1,Changeup,Left,Ball
SF,NYM,ball,,91.5,1,1,Sinker,Left,Ball
SF,NYM,hit_into_play,single,82.9,1,1,Slider,Right,X
SF,NYM,ball,,83.7,1,1,Slider,Right,Ball
SF,NYM,foul,,82,1,1,Slider,Right,Strike
SF,NYM,ball,,83.5,1,1,Slider,Right,Ball
SF,NYM,foul_bunt,,93.4,1,1,Sinker,Right,Strike
SF,NYM,swinging_strike,strikeout,89,1,0,Changeup,Left,Strike
SF,NYM,foul,,93.7,1,0,Sinker,Left,Strike
SF,NYM,foul,,93.2,1,0,Sinker,Left,Strike
SF,NYM,ball,,93.2,1,0,Sinker,Left,Ball
COL,SF,hit_into_play,single,80.4,8,0,Slider,Right,X
COL,SF,called_strike,,91.3,8,0,Sinker,Right,Strike
COL,SF,called_strike,strikeout,82.2,7,2,Slider,Right,Strike
COL,SF,ball,,81.2,7,2,Slider,Right,Ball
COL,SF,swinging_strike,,85.1,7,2,Changeup,Right,Strike
COL,SF,swinging_strike,,79.6,7,2,Slider,Right,Strike
COL,SF,hit_into_play,field_out,87,7,1,Changeup,Left,X
COL,SF,foul,,86.3,7,1,Changeup,Left,Strike
COL,SF,ball,,86.9,7,1,Changeup,Left,Ball
COL,SF,foul,,82.4,7,1,Slider,Left,Strike
COL,SF,ball,,81.2,7,1,Slider,Left,Ball
COL,SF,called_strike,strikeout,92.3,7,0,Sinker,Right,Strike
COL,SF,called_strike,,81.8,7,0,Slider,Right,Strike
COL,SF,foul,,86.2,7,0,Changeup,Right,Strike
COL,SF,ball,,85.7,7,0,Changeup,Right,Ball
COL,SF,hit_into_play,field_out,86.2,6,2,Changeup,Right,X
COL,SF,ball,,86.1,6,2,Changeup,Right,Ball
COL,SF,hit_into_play,field_out,93.9,6,1,4-Seam,Left,X
COL,SF,called_strike,,81.6,6,1,Slider,Left,Strike
COL,SF,ball,,82.2,6,1,Slider,Left,Ball
COL,SF,hit_into_play,field_out,81,6,0,Slider,Right,X
COL,SF,swinging_strike,,81.4,6,0,Slider,Right,Strike
COL,SF,ball,,81.6,6,0,Slider,Right,Ball
COL,SF,foul,,92.2,6,0,Sinker,Right,Strike
COL,SF,hit_into_play,field_out,91.1,5,2,Sinker,Right,X
COL,SF,hit_into_play,field_out,91.9,5,1,Sinker,Left,X
COL,SF,called_strike,,91.7,5,1,Sinker,Left,Strike
COL,SF,ball,,82.3,5,1,Slider,Left,Ball
COL,SF,foul,,92.2,5,1,Sinker,Left,Strike
COL,SF,hit_into_play,field_out,81.5,5,0,Slider,Right,X
COL,SF,ball,,83.2,5,0,Slider,Right,Ball
COL,SF,swinging_strike,,81.4,5,0,Slider,Right,Strike
COL,SF,called_strike,,92.3,5,0,Sinker,Right,Strike
COL,SF,swinging_strike,strikeout,85.9,4,2,Changeup,Right,Strike
COL,SF,ball,,82.4,4,2,Slider,Right,Ball
COL,SF,foul,,86,4,2,Changeup,Right,Strike
COL,SF,ball,,81.8,4,2,Slider,Right,Ball
COL,SF,called_strike,,91.8,4,2,Sinker,Right,Strike
COL,SF,called_strike,strikeout,86.2,4,1,Changeup,Left,Strike
COL,SF,foul,,92.3,4,1,4-Seam,Left,Strike
COL,SF,swinging_strike,,85.7,4,1,Changeup,Left,Strike
COL,SF,ball,,85.9,4,1,Changeup,Left,Ball
COL,SF,ball,,86.6,4,1,Changeup,Left,Ball
COL,SF,called_strike,,81.9,4,1,Slider,Left,Strike
COL,SF,hit_into_play,field_out,85.9,4,0,Changeup,Right,X
COL,SF,ball,,87.4,4,0,Changeup,Right,Ball
COL,SF,foul,,81.3,4,0,Slider,Right,Strike
COL,SF,called_strike,,84.5,4,0,Changeup,Right,Strike
COL,SF,called_strike,strikeout,92.8,3,2,Sinker,Right,Strike
COL,SF,foul,,81.7,3,2,Slider,Right,Strike
COL,SF,called_strike,,86.4,3,2,Changeup,Right,Strike
COL,SF,hit_into_play,field_out,86.1,3,1,Changeup,Left,X
COL,SF,ball,,86.2,3,1,Changeup,Left,Ball
COL,SF,ball,,82.7,3,1,Slider,Left,Ball
COL,SF,called_strike,,93.3,3,1,4-Seam,Left,Strike
COL,SF,swinging_strike,,87.3,3,1,Changeup,Left,Strike
COL,SF,hit_into_play,field_out,81.2,3,0,Slider,Right,X
COL,SF,foul,,81.3,3,0,Slider,Right,Strike
COL,SF,called_strike,,81.3,3,0,Slider,Right,Strike
COL,SF,hit_into_play,force_out,91.9,2,2,Sinker,Right,X
COL,SF,swinging_strike,,82.5,2,2,Slider,Right,Strike
COL,SF,ball,,81.3,2,2,Slider,Right,Ball
COL,SF,ball,walk,93,2,2,Sinker,Left,Ball
COL,SF,ball,,81.8,2,2,Slider,Left,Ball
COL,SF,called_strike,,87.7,2,2,Changeup,Left,Strike
COL,SF,ball,,93.1,2,2,Sinker,Left,Ball
COL,SF,ball,,92.2,2,2,4-Seam,Left,Ball
COL,SF,hit_into_play,field_out,92.2,2,1,Sinker,Right,X
COL,SF,foul,,85.5,2,1,Changeup,Right,Strike
COL,SF,ball,,86.5,2,1,Changeup,Right,Ball
COL,SF,foul,,81.7,2,1,Slider,Right,Strike
COL,SF,ball,,83.8,2,1,Slider,Right,Ball
COL,SF,foul,,86,2,1,Changeup,Right,Strike
COL,SF,ball,walk,80.3,2,1,Slider,Right,Ball
COL,SF,ball,,82.4,2,1,Slider,Right,Ball
COL,SF,ball,,84.2,2,1,Slider,Right,Ball
COL,SF,swinging_strike,,82.4,2,1,Slider,Right,Strike
COL,SF,ball,,82.6,2,1,Slider,Right,Ball
COL,SF,called_strike,,86,2,1,Changeup,Right,Strike
COL,SF,hit_into_play,field_out,94.1,2,0,4-Seam,Left,X
COL,SF,called_strike,,82.5,2,0,Slider,Left,Strike
COL,SF,hit_into_play,field_out,86.3,1,2,Changeup,Right,X
COL,SF,ball,,86.6,1,2,Changeup,Right,Ball
COL,SF,called_strike,,91.5,1,2,Sinker,Right,Strike
COL,SF,hit_into_play,double,91.9,1,2,Sinker,Right,X
COL,SF,ball,,83.9,1,2,Slider,Right,Ball
COL,SF,swinging_strike,,82.4,1,2,Slider,Right,Strike
COL,SF,hit_into_play,single,93.5,1,2,Sinker,Left,X
COL,SF,swinging_strike,strikeout,82.8,1,1,Slider,Right,Strike
COL,SF,called_strike,,92.6,1,1,Sinker,Right,Strike
COL,SF,foul,,93.6,1,1,Sinker,Right,Strike
COL,SF,hit_into_play,field_out,82.8,1,0,Slider,Right,X
COL,SF,ball,,83,1,0,Slider,Right,Ball
COL,SF,called_strike,,94.3,1,0,Sinker,Right,Strike
COL,SF,hit_into_play,home_run,88.7,1,0,Changeup,Left,X
COL,SF,called_strike,,93.3,1,0,Sinker,Left,Strike
COL,SF,called_strike,,92.5,1,0,Sinker,Left,Strike
STL,SF,hit_into_play,field_out,91.2,6,2,Sinker,Left,X
STL,SF,ball,,85.8,6,2,Changeup,Left,Ball
STL,SF,hit_into_play,field_out,90.5,6,1,Sinker,Right,X
STL,SF,swinging_strike,,85.4,6,1,Changeup,Right,Strike
STL,SF,swinging_strike,strikeout,85.5,6,0,Changeup,Right,Strike
STL,SF,foul,,80.8,6,0,Slider,Right,Strike
STL,SF,ball,,82.2,6,0,Slider,Right,Ball
STL,SF,called_strike,,91.2,6,0,Sinker,Right,Strike
STL,SF,ball,,81.9,6,0,Slider,Right,Ball
STL,SF,hit_into_play,single,91.2,6,0,Sinker,Right,X
STL,SF,swinging_strike,,91.2,6,0,Sinker,Right,Strike
STL,SF,ball,,91.6,6,0,Sinker,Right,Ball
STL,SF,ball,,90.5,6,0,Sinker,Right,Ball
STL,SF,hit_into_play,field_out,83.2,5,2,Slider,Left,X
STL,SF,ball,,85.1,5,2,Changeup,Left,Ball
STL,SF,foul,,85.2,5,2,Changeup,Left,Strike
STL,SF,hit_into_play,double,91.7,5,2,Sinker,Right,X
STL,SF,hit_into_play,grounded_into_double_play,82.9,5,0,Slider,Right,X
STL,SF,swinging_strike,,82.7,5,0,Slider,Right,Strike
STL,SF,hit_into_play,single,85.5,5,0,Changeup,Left,X
STL,SF,foul,,83.1,5,0,Slider,Left,Strike
STL,SF,ball,,81.3,5,0,Slider,Left,Ball
STL,SF,foul,,85.6,5,0,Changeup,Left,Strike
STL,SF,ball,,91.6,5,0,Sinker,Left,Ball
STL,SF,ball,,80.4,5,0,Slider,Left,Ball
STL,SF,called_strike,,91,5,0,Sinker,Left,Strike
STL,SF,hit_into_play,field_out,82,4,2,Slider,Right,X
STL,SF,ball,,81.5,4,2,Slider,Right,Ball
STL,SF,foul,,82.6,4,2,Slider,Right,Strike
STL,SF,foul,,91,4,2,Sinker,Right,Strike
STL,SF,ball,,86,4,2,Changeup,Right,Ball
STL,SF,ball,,87.2,4,2,Changeup,Right,Ball
STL,SF,foul,,92,4,2,Sinker,Right,Strike
STL,SF,hit_into_play,field_out,82.1,4,1,Slider,Left,X
STL,SF,ball,,92.4,4,1,4-Seam,Left,Ball
STL,SF,called_strike,,82.7,4,1,Slider,Left,Strike
STL,SF,called_strike,,83.2,4,1,Slider,Left,Strike
STL,SF,hit_into_play,field_out,92.2,4,0,Sinker,Right,X
STL,SF,called_strike,,81,4,0,Slider,Right,Strike
STL,SF,hit_into_play,field_out,83.1,3,2,Slider,Right,X
STL,SF,foul,,82.7,3,2,Slider,Right,Strike
STL,SF,hit_into_play,force_out,91.8,3,1,Sinker,Right,X
STL,SF,foul,,91.7,3,1,Sinker,Right,Strike
STL,SF,ball,,90.4,3,1,Sinker,Right,Ball
STL,SF,hit_into_play,force_out,86.4,3,0,Changeup,Left,X
STL,SF,foul,,92.5,3,0,Sinker,Left,Strike
STL,SF,called_strike,,92.8,3,0,Sinker,Left,Strike
STL,SF,hit_by_pitch,hit_by_pitch,91.4,3,0,Sinker,Right,Ball
STL,SF,hit_into_play,field_out,82.1,2,2,Slider,Right,X
STL,SF,foul,,91.2,2,2,Sinker,Right,Strike
STL,SF,ball,,91.9,2,2,Sinker,Right,Ball
STL,SF,ball,walk,91.1,2,2,Sinker,Left,Ball
STL,SF,foul,,85.4,2,2,Changeup,Left,Strike
